Name,Assembly Code,MF_Number
Transplanters,E109040,
Transplanting,G208090,
Transportation and Disposal of Hazardous Materials,F201010,
Transportation information Display Systems,D603050,
Transportation Stop Shelters,G206040,
"Trash and Litter Receptors, Site",F206025,
Trash Chutes,D106060,
Treated Wood Foundations,A101010,
Treated Wood Piles,A1020160,
Tree and Shrub Removal and Trimming,G101030,
Trees Gate,G208050,
Trees Grids,G208050,
Trench Drains,D203030,
Trench Drains Site Storm Drainage,G303040,
Trenching and Backfilling,G107020,
Trenching Common Earth,G1030805,
Trenching Loam & Sandy Clay,G1030806,
Trenching Sand & Gravel,G1030807,
Trenchless Utility Instaltations Liquid and Gas Site Utilities,G309010,
Trusses Floor,B101010,
Trusses Roof,B102010,
TTY equipment,D802020,
Tub and Shower Doors,C109025,
Tubs and Pools,F105010,
Tunnel Construction Pedestrain,G901020,
Tunnel Construction Related Activities,G901090,
Tunnel Construction Service,G901040,
Tunnel Construction Vehicular,G901010,
Tunnel Grouting Pedestrain,G901020,
Tunnel Grouting Service,G901040,
Tunnel Grouting Vehicular,G901010,
Tunnel Support Systems Pedestrain,G901020,
Tunnel Support Systems Service,G901040,
Tunnel Support Systems Vehicular,G901010,
Tunnels,G9010,
Tunnels Pedestrain,G901010,
Tunnels Service,G901040,
Tunnels Vehicular,G901010,
Turf and Grasses,G208020,
Turntables,D103030,
"Two Fixture Bathroom, One Wall Plumbing",D2010922,
"Two Fixture Bathroom, Two Wall Plumbing",D2010920,
UHF/VHF Transmitter and recievers,G501050,
"Underground Ducts and Manholes, Site Electrical",G401020,
"Underground Ducts, manholes, and Handholes, Communications",G501010,
Underground Electric Service,D5010130,
"Underlyingment, Flooring",C203090,
Underpinning,A102050,
Underslab Drainage,A601020,
Underwater Lighting,G504050,
"Unforseen Subsurface Conditions, Budget",20804,
Unframmed Mirrors,C109090,
Uninterruptable power Systems,D501010,
Unit Heaters,D302070,
Unit Kitchen,E103055,
Unit Masonry Columns Supporting Floors,B101010,
Unit Masonry Columns Supporting Roofs,B102010,
Unit Masonry Equipment Screens,B201060,
Unit Masonry Exterior Balcony Walls,B208050,
Unit Masonry Exterior Wall Construction,B201020,
Unit Masonry Exterior Wall Panels,B201040,
Unit Masonry Exterior Wall Veneer,B201010,
Unit Masonry Foundation Walls,A101010,
Unit Masonry Interior Partitions,C101010,
Unit Masonry Parapets,B201050,
Unit Masonry Retaining Walls,G206060,
Unit Masonry Subgrade Enclosure,A201010,
Unit Pavement Parking Lot,G202010,
Unit Pavement Pedestrain,G203010,
Unit Pavement Roadway,G201010,
"Unit Pavers, Horizontal Waterproofing",B304050,
Unit Prices,Z101020,
Unit Prices Measurement,Z101020,
Unit Prices Method of Payment,30105,
Unit Prices Payment,Z101020,
Unit Skylights,B306010,
Unit Ventilators Cooling,D303070,
Unit Ventilators heating,D302070,
Unitary Heat Pumps,D303070,
Urinal Systems,D2010210,
Urinals,D201060,
Urinals Commercial,D201060,
Urinals Residential,D201060,
Urinals Security,D201060,
Utilities Grounding,G401070,
Utilities Temporary,Z105010,
Utility Demolition,G102010,
"Utility Doors, Exterior",B205020,
Utility Identification Electrical Service and Distribution,D502090,
Utility Identification Liquid and Gas Site Utilities,G309010,
Utility Identification Site Electrical,G401020,
Utility Poles Communications,D609010,
"Utility Poles Communications, Site",G501010,
Utility Relocation,G103010,
Utility Room Casework,E201030,
Utility Septic Tanks,G302040,
"Utility Structures, Liquid and Gas Site Utilities",G309010,
Utility Substation Grounding,G401070,
"Utility Towers, Site Electrical",G401020,
Vacuum Cleaning Systems,E103040,
Vacuum Equipment,D206020,
Vacuum Piping,D206020,
"Vacuum Systems, Heathcare",D206020,
"Vacuum Systems, Laboratory",D206020,
Valance Cooling Units,D303070,
Valance Heating Units,D302070,
Valives Domestic Water,D201090,
Valuable Material Storage,E104060,
Value Analysis,Z101040,
Value Engineering,Z101040,
Valve Air-Admittance,D202030,
Valves Backwater,D202030,
Valves Building Support Plumbing,D203090,
Valves General Service Compressed-Air,D2050,
Valves Process Support Plumbing,D206090,
Valves Sanitary Drainage,D202090,
Vapor Retarders Exterior Wall,B201080,
Vapor Retarders Floor Construction,B101090,
Vapor Retarders Horizontal Waterproofing,B304090,
Vapor Retarders Roof Construction,B102090,
Vapor Retarders Roofing,B301090,
Vapor Retarders Slab-On-Grade,A409020,
Vapor Retarders Subgrade Enclosure Wall,A201090,
"Vaults Doors, Interior",C103070,
Vaults Equipment,E103020,
Vaults Ventilators,E103020,
"Vaults, Pedestal, and Enclosures, Communications",G501010,
Vegatated Low-Slope Roofing,B301050,
Vegatated Rock Slope Stabilization,G107045,
Vegetation Control,G107090,
Vehicl and Pedestrain Equipment,E1010,
Vehicle Barriers,G201040,
Vehicle Delineators,G201040,
"Vehicle Fare Collection Equipment,",G201080,
"Vehicle Fare Gates, Roadway",G201080,
Vehicle Lifts,D101020,
Vehicle Lubrication Equipment,E101010,
"Vehicle Roadway
Fare Collection, Roadway",G201080,
"Vehicle Roadway
Turntables",D103030,
Vehicle Servicing Equipment,E101010,
"Vehicle Ticketing Equipment,",G201080,
Vehicle Washing Equipment,E101010,
Vehicular Bridges,G206070,
Vehicular Equipment,E1030,
"Vehicular Service Equipment, EACH",E1030110,
Vehicular Tunnels,G901010,
Vending Equipment,E103010,
Ventilation,D3060,
Ventilation Supplementray Components,D306090,
Vents and Hatches,B306050,
Vents Exterior,B207050,
Vents Relief,B302010,
Vents Ridge,B302010,
Vents Smoke,B306050,
Vents Soffit,B308020,
Vertical Conveying,D1010,
"Vertical Enclosures, Exterior",B20,
Vertical Planting Nets and Grids,G208050,
Vibration and Siesmic Controls Communications,D609010,
Vibration and Siesmic Controls Cooling System,D303090,
Vibration and Siesmic Controls Distribution Systems,D305090,
Vibration and Siesmic Controls Domestic Water,D201090,
Vibration and Siesmic Controls Electrical Service and Distribution,D502090,
Vibration and Siesmic Controls Electronic Safety and Security,D709010,
Vibration and Siesmic Controls Facility Power Generation,D501090,
Vibration and Siesmic Controls Fire Suppression,D401090,
Vibration and Siesmic Controls General Purpose Power,D503090,
Vibration and Siesmic Controls Heating System,D302090,
Vibration and Siesmic Controls Integrated Automation,D801090,
Vibration and Siesmic Controls Lighting,D504090,
Vibration and Siesmic Controls Miscellaneous Electrical,D508090,
Vibration and Siesmic Controls Process Support Plumbing,D206090,
Vibration and Siesmic Controls Sanitary Drainage,D202090,
Vibration and Siesmic Controls Ventilation,D306090,
Video Monitoring and Documentation,Z102030,
Video Surveillance Control and Management,D703010,
"Video Surveillance Equipment
Systems Infrastructure",D703010,
"Video Surveillance Interfaces
Remote Devices and",D703010,
"Video Surveillance Sensors
Remote Positioning",D703010,
"Video Surveillance Systems
Monitoring and Supervisory",D703010,
Virtual Private Network Software,D601050,
Virtual Reality Equipment,D601030,
Virus Protection Software,D601050,
Visual Conference Units,C109020,
Visual Display Fabrics,C109020,
Visual Display Rails,C109020,
Visual Display Units,C109020,
Visual Display Wall Panels,C109020,
Vitrification Decontamination,G105020,
Vocational Shop Equipment,E104010,
Voice Communications Foundation Voltage Regulators,D501060,
Voice Communications Mail and Auto Attendant,D602030,
"Voice Communications Void forms, Standard",A101090,
W Shape Beams & Girders,B1010241,
"W Shape, Composite Deck, & Slab",B1010254,
Waiting Area Seating Fixed,E201070,
Waiting Area Seating Portable,E205060,
Walkaways Coverings,G206040,10 73 26
Walkaways Metal,B108070,05 51 36
Walkaways Roof,B302010,07 72 46
Walk-in Coolers,E103080,11 41 23
Walk-in Freezers,E103080,11 41 26
Wall and Door Protection,C109035,
Wall Carpeting,C201035,
Wall Cobverings,C201030,
Wall Decorations Fixed,E201010,
Wall Exterior Balcony,B208050,
Wall Finishes,C2010,
Wall Finishes,C3010,
Wall Finishes Supplemntary Components,C201090,
Wall Foundations,A101010,
Wall Foundations,A1010105,
Wall Hangings,E201010,
Wall Management,Z107030,
Wall Management Construction,Z107030,
Wall Mounted Flagpoles,G206035,
Wall Paneling,C201020,
Wall Panels Exterior Bulkheads,B308030,
Wall Panels Exterior Ceilings,B308010,
Wall Panels Exterior walls,B201010,
Wall rammed Earth,F102065,
"Wall Shredders, Facility",E109010,
Wall Slurry,A903070,
Wall Specialities Exterior,B208090,
Wall Switch by Sq Ft,D5020130,
Wall Veneer Exterior,B201010,
Walls Exterior,B2010,
Walls Subgrade Enclosures,A2010,
"Walls, Cast in Place",A2020110,
"Wardrobe and Closet
Specialties",C109070,
Wardrobe and Clost Specialities,C109070,
"Warranties, Closeout Submittal",Z107070,
Wash Fountains,D201060,
"Washers and Extractors,
Commercial",E103035,
Waste Anesthesia-Gas Piping,D206020,
Waste Balers Facility,E109010,
Waste Compactors and Destructors,E109010,
Waste Containment,G105040,
Water Chillers,D303010,
Water Closet Systems,D2010110,
Water Closets,D201060,
Water Closets Commercial,D201060,
Water Closets Healthcare,D201060,
Water Closets Residential,D201060,
Water Closets Security,D201060,
"Water Closets, Group",D2010120,
Water Cooler Systems,D2010820,
"Water Coolers, Remote",D201060,
Water Decontamination,G105080,
"Water Detection and Alarm Control, GUI and Logic Systems",D705060,
Water Detection Sensors,D705060,
Water Distribution Equipment Site Domestic Water,G301010,
Water Distribution Equipment Site Fire protection,G301030,
Water Distribution Equipment Site Irrigation,G301050,
Water Distribution Piping,G3010110,
Water Distribution Piping Site Domestic Water,G301010,
Water Distribution Piping Site Fire Protection,G301030,
Water Distribution Piping Site Irrigation,G301050,
"Water Distribution Ponds, Site Domestic Water",G301010,
Water Distribution Valves Site Domestic Water,G301010,
Water Distribution Valves Site Fire Protection,G301030,
Water Distribution Valves Site Irrigation,G301050,
"Water Distribution, Site
Irrigation",G301050,
"Water Features, Interior",F105030,
Water Intrusion Detection and Alarm,D705060,
Water Metering Site Domestic Water,G301010,
Water Metering Site Fire Protection,G301030,
Water Metering Site Irrigation,G301050,
Water Mitigation,A60,
"Water Ponds and Reservoirs, Site Irrigation",G301050,
Water ponds Covers Fire Protection,G301030,
Water Ponds Fire Protection,G301030,
"Water Ponds Liners, Fire Protection",G301030,
Water Pumping Stations Site Domestic Waster,G301010,
Water Pumping Stations Site Fire Protection,G301030,
"Water Pumping Stations, Site
Irrigation",G301050,
Water Remediation,G105080,
"Water Repellents, Exterior Wall Veneer",B201010,
"Water Serice Connections, Site Domestic Water",G301010,
"Water Serice Connections, Site Fire Protection",G301010,
"Water Serice Connections, Site Irrigation",G301010,
Water Slides,F105050,
Water Spray Fixed Systems,D401010,
Water Storage Fire Suppression,D401010,
"Water Storage Tanks, Site Domestic Water",G301010,
"Water Storage Tanks, Site Fire Protection",G301030,
"Water Storage Tanks, Site Irrigation",G301050,
Water Supply,G3010,
Water Supply Well Site Domestic Water,G301010,
Water Supply Well Site Fire Protection,G301030,
Water Treatment Exterior,G206010,
Water treatment Exterior Fountain,G206010,
Water treatment Hydronic Systems,D305010,
Water Treatment Interior,F105020,
Water Treatment Interior Fountain,F105020,22 52 19
Water Treatment Pool,F105010,
Water Treatment Steam Systems,D305030,
"Water Utility Service, Site Domestic Water",G301010,
"Water Utility Service, Site Fire Protection",G301030,
"Water Utility Service, Site Irrigation",G301050,
"Water Wells, Site Irrigation",G301050,
"Water, Temporary",Z105010,
Water-Based Fire-Suppression,D401010,
Waterproofing Horizontal,B304030,
Waterproofing Slab-On-Grade,A409030,
Waterproofing Subgrade Enclosure Wall,A201090,
"Waterproofing Weather Barrier, Exterior Wall",B201080,
Water-Source Heat Pumps,D303070,
Wave Generating Equipment,F105050,
"Wear Surfaces, Horizontal",B304050,
Weather Observation,G204080,
Web Development,D601060,
Weighing and Wrapping,E103010,
Welding Benches,E205030,
Welding Screens,E205030,
Wet Pipe Sprinkler Systems,D4010410,
"Wet Standpipe Risers Class I, Wet Standpipe Risers, Class II, Wet Standpipe Risers, Class III",D4020310,
"Wet-Chemical Fire-
Extinguishing Systems",D401050,
Wetlands,G107070,
Wetlands Restoration,G107070,
Wet-Pipe Sprinkler Systems,D401010,
Wheelchair Lifts,D101020,
Whirlpool Tubs,F105010,
"Wide Rib, Multi Span Steel Deck",B1020130,
"Wide Rib, Single Span Steel Deck",B1020129,
Wind Energy Equipment,D501010,
Wind Instrumentation,F108040,
"Window Treatment, EACH",E2010310,
"Window Treatment, SF",E2010 320,
Window Treatments,E201020,
"Window Walls, Exterior",B202030,
Window Washing Systems,E103040,
Window Washing Scaffolding,D108040,
Window Wells,B208090,
Windows Blinds,E201020,
Windows Exterior,B2020,
Windows Interior,C1020,
Windows Screens,B202010,
Windows Shades,E201020,
Wire Fences and Gates,G206020,
Wire Mesh Partitions,C101010,
Wire Rope Stair Railings,B108050,
Wireless Communications Distribution,G501050,
Wireless Transceivers,D602020,
Wiring Branch Wiring,D503010,
"Wiring Connectors Electrical Service and
Distribution",D502090,
Wiring Connectors Facility Power Generation,D501090,
Wiring Connectors General Purpose Power,D503090,
Wiring Connectors Lighting,D504090,
Wiring Connectors Miscellaneous Electrical,D508090,
Wiring Devices Branch Wiring,D508090,
Wiring Devices Lighting Branch Wiring,D504020,
Wiring Electrical Distribution,D502030,
Wiring Facility Grounding,D502070,
Wiring Lighting Branch Wiring,D504020,
Wiring Site Electrical,G401020,
Wood Athletic Flooring,C203080,
Wood Balcony Decking,B101030,
Wood Beam & Joist,B1010264,
Wood Beams,B1010 216,
Wood Canopy Decking,B102030,
Wood Columns,B1010210,
Wood Columns Supporting Floors,B101010,
Wood Columns Supporting Roofs,B102010,
Wood Deck,B1010266,
Wood Door/Metal Frame,C1020122,
Wood Door/Wood Frame,C1020120,
Wood Exterior Fixed Grilles and Screens,B208010,
Wood Fences and Gates,G206020,
Wood Fire Doors/Metal Frames,C1020124,
Wood Floor Decking,B101020,
Wood Floor Girders and Beams,B101010,
Wood Floor Joists,B101010,
Wood Floor Trusses,B101010,
Wood Flooring,C203045,
Wood Framed Balcony Construction,B101030,
Wood Framed Canopy Construction,B102030,
Wood Framed Exterior Balcony Walls,B208050,
Wood Framed Exterior Walls,B201020,
Wood Framed Interior Partitions,C101010,
Wood Framed Mezzanine Construction,B101040,
Wood Framed Parapets,B201050,
Wood Framed Ramps,B101050,
Wood Furing Ceilings,C205090,
Wood Furing Flooring,C203090,
Wood Furing Wall Finish,C201090,
Wood Joist,B1010261,
Wood Mezzanine Decking,B101040,
Wood Paneling Ceilings,C205020,
Wood Paneling Walls,C201020,
Wood Railing Interior Balcony,C109010,
Wood Railings Exterior Balcony,B208050,
Wood Ramp Decking,B101050,06 15 00
Wood Roof Decking,B102020,06 15 00
Wood Roof Girders and Beams,B102010,06 11 00
Wood Roof Joists,B102010,06 11 00
Wood Roof Trusses,B102010,06 11 00
Wood Stairs,B108010,06 43 00
Wood Stairs Finish,C204045,09 64 00
Wood Stairs Railings,B108050,06 43 00
Wood Unit Pavement,,32 14 26
